"eventID","occurrenceID","individualCount","basisOfRecord","occurrenceStatus","organismID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet","taxonRank"
"Cr14-10","Cr14-10_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-11","Cr14-11_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-12","Cr14-12_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-13","Cr14-13_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-14","Cr14-14_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr14-15","Cr14-15_1",1,"HumanObservation","present","14","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-18","Cr15-18_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-02","Cr15-02_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-01","Cr15-01_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-05","Cr15-05_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-17","Cr15-17_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-03","Cr15-03_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-16","Cr15-16_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-04","Cr15-04_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-06","Cr15-06_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-07","Cr15-07_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-08","Cr15-08_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-09","Cr15-09_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-10","Cr15-10_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-11","Cr15-11_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-12","Cr15-12_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-13","Cr15-13_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-14","Cr15-14_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr15-15","Cr15-15_1",1,"HumanObservation","present","15","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-18","Cr16-18_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-02","Cr16-02_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-01","Cr16-01_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-05","Cr16-05_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-17","Cr16-17_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-03","Cr16-03_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-16","Cr16-16_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-04","Cr16-04_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-06","Cr16-06_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-07","Cr16-07_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-08","Cr16-08_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-09","Cr16-09_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-10","Cr16-10_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-11","Cr16-11_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-12","Cr16-12_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-13","Cr16-13_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-14","Cr16-14_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr16-15","Cr16-15_1",1,"HumanObservation","present","16","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-18","Cr17-18_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-02","Cr17-02_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-01","Cr17-01_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-05","Cr17-05_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-17","Cr17-17_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-03","Cr17-03_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-16","Cr17-16_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-04","Cr17-04_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-06","Cr17-06_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-07","Cr17-07_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-08","Cr17-08_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-09","Cr17-09_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-10","Cr17-10_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-11","Cr17-11_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-12","Cr17-12_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-13","Cr17-13_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-14","Cr17-14_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr17-15","Cr17-15_1",1,"HumanObservation","present","17","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-18","Cr18-18_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-02","Cr18-02_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-01","Cr18-01_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-05","Cr18-05_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-17","Cr18-17_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-03","Cr18-03_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-16","Cr18-16_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-04","Cr18-04_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-06","Cr18-06_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-07","Cr18-07_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-08","Cr18-08_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-09","Cr18-09_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-10","Cr18-10_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-11","Cr18-11_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-12","Cr18-12_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-13","Cr18-13_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-14","Cr18-14_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr18-15","Cr18-15_1",1,"HumanObservation","present","18","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-18","Cr19-18_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-02","Cr19-02_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-01","Cr19-01_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-05","Cr19-05_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-17","Cr19-17_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-03","Cr19-03_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-16","Cr19-16_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-04","Cr19-04_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-06","Cr19-06_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-07","Cr19-07_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-08","Cr19-08_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-09","Cr19-09_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-10","Cr19-10_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-11","Cr19-11_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-12","Cr19-12_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-13","Cr19-13_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-14","Cr19-14_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr19-15","Cr19-15_1",1,"HumanObservation","present","19","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-18","Cr20-18_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-02","Cr20-02_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-01","Cr20-01_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-05","Cr20-05_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-17","Cr20-17_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-03","Cr20-03_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-16","Cr20-16_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-04","Cr20-04_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-06","Cr20-06_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-07","Cr20-07_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-08","Cr20-08_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-09","Cr20-09_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-10","Cr20-10_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-11","Cr20-11_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-12","Cr20-12_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-13","Cr20-13_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-14","Cr20-14_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr20-15","Cr20-15_1",1,"HumanObservation","present","20","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-18","Cr21-18_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-02","Cr21-02_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-01","Cr21-01_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-05","Cr21-05_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-17","Cr21-17_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-03","Cr21-03_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-16","Cr21-16_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-04","Cr21-04_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-06","Cr21-06_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-07","Cr21-07_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-08","Cr21-08_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-09","Cr21-09_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-10","Cr21-10_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-11","Cr21-11_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-12","Cr21-12_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-13","Cr21-13_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-14","Cr21-14_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr21-15","Cr21-15_1",1,"HumanObservation","present","21","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-18","Cr22-18_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-02","Cr22-02_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-01","Cr22-01_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-05","Cr22-05_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-17","Cr22-17_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-03","Cr22-03_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-16","Cr22-16_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-04","Cr22-04_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-06","Cr22-06_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-07","Cr22-07_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-08","Cr22-08_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-09","Cr22-09_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-10","Cr22-10_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-11","Cr22-11_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-12","Cr22-12_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
"Cr22-13","Cr22-13_1",1,"HumanObservation","present","22","Gryllus campestris Linnaeus, 1758","Animalia","Arthropoda","Insecta","Orthoptera","Gryllidae","Gryllus","campestris","species"
