"eventID","occurrenceID","recordedByID","individualCount","basisOfRecord","occurrenceStatus","occurrenceRemarks","organismID","scientificName","kingdom","phylum","class","order","family","genus","specificEpithet"
"HV2007_113_122","HV2007_113_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2007_117_122","HV2007_117_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2007_121_122","HV2007_121_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2008_98_122","HV2008_98_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2008_106_122","HV2008_106_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2008_114_122","HV2008_114_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2008_122_122","HV2008_122_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2008_125_122","HV2008_125_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2008_129_122","HV2008_129_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2008_133_122","HV2008_133_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2009_100_122","HV2009_100_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2009_103_122","HV2009_103_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2009_106_122","HV2009_106_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2009_110_122","HV2009_110_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2009_112_122","HV2009_112_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2009_115_122","HV2009_115_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2009_119_122","HV2009_119_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2009_123_122","HV2009_123_122_o1",NA,1,"HumanObservation","present",NA,122,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1988_119_123","HV1988_119_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1988_126_123","HV1988_126_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1988_133_123","HV1988_133_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1989_100_123","HV1989_100_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1989_107_123","HV1989_107_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1989_114_123","HV1989_114_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1989_121_123","HV1989_121_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1989_128_123","HV1989_128_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1990_92_123","HV1990_92_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1990_100_123","HV1990_100_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1990_109_123","HV1990_109_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1990_116_123","HV1990_116_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1990_123_123","HV1990_123_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1990_124_123","HV1990_124_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1990_127_123","HV1990_127_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_90_123","HV1991_90_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_98_123","HV1991_98_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_106_123","HV1991_106_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_114_123","HV1991_114_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_119_123","HV1991_119_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_127_123","HV1991_127_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_134_123","HV1991_134_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_137_123","HV1991_137_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_142_123","HV1991_142_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_148_123","HV1991_148_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_155_123","HV1991_155_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_162_123","HV1991_162_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1991_171_123","HV1991_171_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_101_123","HV1992_101_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_103_123","HV1992_103_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_106_123","HV1992_106_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_107_123","HV1992_107_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_114_123","HV1992_114_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_115_123","HV1992_115_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_119_123","HV1992_119_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_126_123","HV1992_126_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_129_123","HV1992_129_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_133_123","HV1992_133_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_137_123","HV1992_137_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_141_123","HV1992_141_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1992_144_123","HV1992_144_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1993_110_123","HV1993_110_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1993_113_123","HV1993_113_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1993_116_123","HV1993_116_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1993_119_123","HV1993_119_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1994_102_123","HV1994_102_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1994_108_123","HV1994_108_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1994_118_123","HV1994_118_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1994_127_123","HV1994_127_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1994_134_123","HV1994_134_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1994_139_123","HV1994_139_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1995_100_123","HV1995_100_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1995_107_123","HV1995_107_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1995_115_123","HV1995_115_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1995_121_123","HV1995_121_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1995_125_123","HV1995_125_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1995_127_123","HV1995_127_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1995_130_123","HV1995_130_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_110_123","HV1996_110_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_113_123","HV1996_113_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_117_123","HV1996_117_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_120_123","HV1996_120_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_124_123","HV1996_124_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_128_123","HV1996_128_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_131_123","HV1996_131_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_135_123","HV1996_135_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_138_123","HV1996_138_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_142_123","HV1996_142_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_145_123","HV1996_145_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1996_149_123","HV1996_149_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_99_123","HV1997_99_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_101_123","HV1997_101_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_108_123","HV1997_108_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_115_123","HV1997_115_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_119_123","HV1997_119_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_122_123","HV1997_122_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_127_123","HV1997_127_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_129_123","HV1997_129_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_133_123","HV1997_133_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_136_123","HV1997_136_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_140_123","HV1997_140_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1997_143_123","HV1997_143_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1998_96_123","HV1998_96_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1998_106_123","HV1998_106_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1998_118_123","HV1998_118_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1998_121_123","HV1998_121_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1998_130_123","HV1998_130_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1998_133_123","HV1998_133_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_92_123","HV1999_92_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_96_123","HV1999_96_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_102_123","HV1999_102_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_109_123","HV1999_109_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_113_123","HV1999_113_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_116_123","HV1999_116_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_120_123","HV1999_120_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_123_123","HV1999_123_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_127_123","HV1999_127_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_132_123","HV1999_132_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV1999_136_123","HV1999_136_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2000_98_123","HV2000_98_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2000_111_123","HV2000_111_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2000_116_123","HV2000_116_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2000_119_123","HV2000_119_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2000_123_123","HV2000_123_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2000_127_123","HV2000_127_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2000_133_123","HV2000_133_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2001_122_123","HV2001_122_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2001_128_123","HV2001_128_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2001_131_123","HV2001_131_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2001_135_123","HV2001_135_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2001_138_123","HV2001_138_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2002_94_123","HV2002_94_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2002_98_123","HV2002_98_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2002_107_123","HV2002_107_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2002_113_123","HV2002_113_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2002_119_123","HV2002_119_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2002_126_123","HV2002_126_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2002_135_123","HV2002_135_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2002_141_123","HV2002_141_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_104_123","HV2003_104_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_108_123","HV2003_108_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_112_123","HV2003_112_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_115_123","HV2003_115_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_119_123","HV2003_119_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_122_123","HV2003_122_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_126_123","HV2003_126_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_129_123","HV2003_129_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
"HV2003_133_123","HV2003_133_123_o1",NA,1,"HumanObservation","present",NA,123,"Quercus robur L.","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","robur"
